Epoch,train_loss,validation_loss,accuracy
0,18.026168427466217,6.2374327575821935,0.5
1,18.02600668210946,6.2401361086982465,0.5
2,18.026454324792848,6.241909803611296,0.5
3,18.025790414735106,6.239512531269709,0.5
4,18.02805211955974,6.241564424853667,0.5
5,18.02427171391384,6.239077488415774,0.5
6,18.024346980218713,6.237477336113379,0.5
7,18.02477163596533,6.238251112168585,0.5
8,18.026614989802134,6.239092329802165,0.5
9,18.02858902086703,6.240201945574431,0.5
10,18.03108101156529,6.238498574886342,0.5
11,18.02389712491969,6.237077474841893,0.5
12,18.023373607129653,6.2382676306925395,0.5
13,18.039520861997485,6.238210494785189,0.5
14,18.023780744851315,6.239563005860916,0.5
15,18.02860047961832,6.238760257580963,0.5
16,18.02232516767069,6.238188169141862,0.5
17,18.02488822329288,6.238376480901804,0.5
18,18.023311282174017,6.238258980118438,0.5
19,18.025083578667566,6.238039889939136,0.5
20,18.021932399784625,6.2380942628072615,0.5
21,18.02214825811497,6.237887997562115,0.5
22,18.026887076466352,6.238963943622024,0.5
23,18.02250045983224,6.237906479102592,0.5
24,18.023461967047766,6.238819473896086,0.5
25,18.022281866742865,6.23845732507135,0.5
26,18.02555320187017,6.238215613701941,0.5
27,18.024346082791915,6.238119907406741,0.5
28,18.022162680767522,6.238170974222559,0.5
29,18.024892421371792,6.238270385388375,0.5
30,18.02679506562756,6.238211165528927,0.5
31,18.02662451082177,6.23817689590825,0.5
32,18.02425847093706,6.2380806230959776,0.5
33,18.024319767809818,6.238405473732759,0.5
34,18.027247056990674,6.237634682480466,0.5
35,18.02501856583634,6.237645873724546,0.5
36,18.027654450503476,6.238355546341117,0.5
37,18.022226941635125,6.238286125562816,0.5
38,18.02718394923216,6.237754762073729,0.5
39,18.023506139339577,6.238115907040964,0.5
40,18.0232855891053,6.2381241422226505,0.5
41,18.024023739325973,6.237573139451994,0.5
42,18.02908454548868,6.237323137562058,0.5
43,18.020691454114694,6.2378954670011115,0.5
44,18.02234633491313,6.238135908313762,0.5
45,18.02695755017477,6.238150519969356,0.5
46,18.027713715099836,6.238260322079419,0.5
47,18.026385286611134,6.238099385516012,0.5
48,18.021709670922675,6.238156441203086,0.5
49,18.02289234082336,6.23822765949975,0.5
50,18.02174789712833,6.238159575838249,0.5
51,18.02394657444527,6.238082560439295,0.5
52,18.022957940394242,6.237905659441344,0.5
53,18.022632117065083,6.238088482345224,0.5
54,18.02201068006092,6.238116401568256,0.5
55,18.021965438578917,6.237988694515656,0.5
56,18.024861932258236,6.238082141084816,0.5
57,18.023755210806666,6.238090369070469,0.5
58,18.023718396383977,6.238088896065242,0.5
59,18.025331321832947,6.238241484723405,0.5
60,18.02973395937469,6.235432816151581,0.5
61,18.022459209792956,6.238558399148592,0.5
62,18.03410588567488,6.238834012510732,0.5
63,18.026173595504442,6.238459996548,0.5
64,18.02360892129498,6.238189261047529,0.5
65,18.02181071056414,6.237839243669553,0.5
66,18.026337016892484,6.237861074807531,0.5
67,18.02214748362819,6.2380768270275695,0.5
68,18.02228103543416,6.238075478423105,0.5
69,18.02502806718875,6.238900725418201,0.5
70,18.021475993062587,6.238103361903718,0.5
71,18.022638523612656,6.2375278273741666,0.5
72,18.027129970691483,6.237513399474331,0.5
73,18.0237861192843,6.237723630284745,0.5
74,18.021721559751047,6.237832673993087,0.5
75,18.02195480362793,6.237249849908538,0.5
76,18.02181143687085,6.236447923651209,0.5
77,18.024035171159486,6.238142827402106,0.5
78,18.022205242598936,6.239279973899258,0.5
79,18.02267165945331,6.237143784348472,0.5
80,18.026212882866513,6.237913036024824,0.5
81,18.021441006776055,6.239005618763676,0.5
82,18.024822320925505,6.238149874845808,0.5
83,18.021878067062378,6.237387370308094,0.5
84,18.02194118790031,6.238003414785982,0.5
85,18.022099982821526,6.2380160172795485,0.5514705882352942
86,18.02274953486607,6.238020625841122,0.5
87,18.022910060207753,6.237638683310257,0.5
88,18.023071001448855,6.23810195002963,0.5
89,18.022301340794712,6.238220463232468,0.5
90,18.022967117882118,6.238005771443244,0.5
91,18.022337238179148,6.237525937553389,0.5
92,18.021953155407424,6.238231897960166,0.5
93,18.021760110942363,6.238420518481823,0.5
94,18.022731332039434,6.238495899738756,0.5
95,18.02115275384176,6.238020256223955,0.5
96,18.021529924386158,6.238394586320699,0.5
97,18.024127278881114,6.238908508203819,0.5
98,18.0234395433761,6.237467089059625,0.5
99,18.024607135936737,6.240448560772654,0.5
100,18.024594352584565,6.237500721569143,0.5
101,18.02195200701678,6.238003507029914,0.5
102,18.02264966710211,6.2379301782853425,0.5
103,18.020957839929984,6.237970328184978,0.5
104,18.025227854857572,6.237759194180752,0.5
105,18.02400494272765,6.2376055291880785,0.5
106,18.023811139288522,6.238000049372642,0.5
107,18.024570306106742,6.238002910114017,0.5
108,18.022651611375007,6.23811446374283,0.5
109,18.029120463901997,6.237254350108597,0.5
110,18.02711050180048,6.238507548784055,0.5
111,18.022292834321465,6.238131861762663,0.5
112,18.02441744403146,6.23795511227246,0.5
113,18.023514062139938,6.2376906779865084,0.5
114,18.0232758638114,6.238979966562554,0.5
115,18.024148274746057,6.237793021334637,0.5
116,18.023127483123574,6.237942837311337,0.5
117,18.022645594007187,6.237693216795158,0.5
118,18.021436293770424,6.2376167755936365,0.5
119,18.029532574969497,6.237444970404224,0.5
120,18.02300202665293,6.237961741059089,0.5
121,18.022675412498,6.237653253691083,0.5
122,18.0252403320294,6.237946680084744,0.5
123,18.022061698805974,6.2379416401592795,0.5
124,18.02218946187703,6.237892586060504,0.6838235294117647
125,18.023606851212932,6.23828989167911,0.5
126,18.02266798508649,6.237349067801283,0.5
127,18.022123921901503,6.237898274976456,0.6691176470588235
128,18.02152560615132,6.238401165133386,0.5
129,18.024073329216293,6.237978078774451,0.5
130,18.022636504320168,6.23789106529165,0.5
131,18.02346267136673,6.238389464238342,0.5
132,18.022538971793406,6.237915968830568,0.5
133,18.02396772555983,6.237891901419015,0.5
134,18.022806715724464,6.237311201862208,0.5
135,18.02697412506639,6.238720210099476,0.5
136,18.022268253009596,6.237889903316164,0.6764705882352942
137,18.024009082241523,6.237355084252929,0.5
138,18.023353317794896,6.237829847639632,0.5
139,18.021565191862567,6.2379680266736885,0.5
140,18.02282998560519,6.2379202514548,0.5
141,18.02216805314531,6.237184724488401,0.5
142,18.022608338260873,6.237512924182456,0.5
143,18.023906091372247,6.237877895319506,0.5
144,18.025483906380458,6.238522209517292,0.5
145,18.022085890558344,6.237883721723603,0.5
146,18.021567592776854,6.238034937502421,0.5
147,18.02562652934457,6.2387862671636345,0.5
148,18.02679825507565,6.238380035648697,0.5
149,18.023423065839694,6.237842999441153,0.5
150,18.02478621351078,6.239076261424344,0.5
151,18.022470355858772,6.237792902265549,0.5
152,18.023024546125782,6.237850990286409,0.5
153,18.026138476038582,6.238393846235629,0.5
154,18.025008953213277,6.237848311863831,0.5
155,18.02378142952613,6.237777660292529,0.5
156,18.02246566954446,6.23772953963168,0.5
157,18.021784572211445,6.23785470857626,0.5
158,18.02276021448907,6.23788154365573,0.5
159,18.03019834046404,6.238013029756463,0.5
160,18.022232424776,6.237792022397265,0.5
161,18.021457420811558,6.237913203853569,0.5
162,18.0238591640073,6.238203672579518,0.5
163,18.021440290700504,6.238016411445457,0.5
164,18.026219539429718,6.237273296468409,0.5
165,18.021495170938397,6.237843925465782,0.5
166,18.02219880599537,6.237827993207954,0.5
167,18.024261221033942,6.237459646372299,0.5
168,18.02118377841939,6.237471952487015,0.5
169,18.02360641422524,6.238010577002573,0.5
170,18.027122683335506,6.238294879087766,0.5
171,18.02298706339422,6.237790254950726,0.6323529411764706
172,18.02380495725688,6.238215073066476,0.5
173,18.020796258103253,6.238265327874772,0.5
174,18.024671018292956,6.238074915623761,0.5
175,18.022658383953818,6.237792162087503,0.5073529411764706
176,18.03074217448497,6.2381347459428405,0.5
177,18.024237358566733,6.237537372665361,0.5
178,18.03168246613522,6.236916882820187,0.5
179,18.021112412932148,6.236838396807947,0.5
